"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"195","x","s","y","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"2422","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","n","v","e"
"267","f","s","g","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1938","x","f","w","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1154","f","s","g","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"3539","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"5605","k","y","p","TRUE","n","FALSE","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"5564","x","y","e","TRUE","n","FALSE","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"775","f","f","g","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"110","x","s","y","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"7675","b","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","n","v","e"
"3627","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","e"
"5417","f","s","e","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"1177","b","y","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"5734","x","y","r","FALSE","n","FALSE","c","n","u","e","?","s","f","w","w","p","w","o","f","h","v","e"
"2604","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","y","e"
"2615","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","k","v","e"
"3205","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","n","y","e"
"3505","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","k","v","e"
"2260","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","e"
"676","f","f","n","FALSE","n","FALSE","c","n","g","e","e","s","s","w","w","p","w","o","p","k","y","e"
"650","f","f","w","TRUE","l","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"4663","f","y","e","TRUE","n","FALSE","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","e"
"3224","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","e"
"1274","f","f","n","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","e"
"541","x","s","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"7406","b","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","y","v","e"
"3368","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","e"
"7582","k","f","w","FALSE","n","FALSE","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","e"
"1904","f","s","w","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","e"
"3925","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","e"
"7910","x","f","g","FALSE","n","FALSE","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","e"
"1476","f","f","n","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","e"
"7367","k","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","o","c","e"
"1707","f","f","w","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","e"
"3102","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","k","y","e"
"822","x","f","g","FALSE","n","FALSE","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","e"
"1338","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","e"
"7932","f","s","n","FALSE","n","FALSE","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"2224","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","e"
"784","x","s","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"2694","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","e"
"1576","f","s","w","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1605","f","f","w","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","e"
"338","b","s","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1083","b","s","y","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1646","x","f","w","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"3637","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","k","v","e"
"7699","k","f","w","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","e"
"1071","x","s","w","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","e"
"5907","x","s","b","TRUE","n","FALSE","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","e"
"3515","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","e"
"2337","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","n","v","e"
"5962","x","y","n","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"3614","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","y","e"
"474","s","f","g","FALSE","n","FALSE","c","n","k","e","e","s","s","w","w","p","w","o","p","k","y","e"
"2658","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","e"
"2705","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","k","v","e"
"4733","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","e"
"1399","f","s","g","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","e"
"3172","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","e"
"3821","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","e"
"900","x","s","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"7279","b","s","w","FALSE","n","FALSE","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7501","x","f","w","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","e"
"1459","x","s","n","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1411","x","f","n","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","e"
"2670","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","e"
"197","b","s","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"1436","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","e"
"5504","k","s","p","TRUE","n","FALSE","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","e"
"1595","x","f","g","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","e"
"3944","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","e"
"2415","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","e"
"797","b","y","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2995","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","e"
"5054","f","y","b","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"1461","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","v","e"
"1716","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","y","e"
"1206","f","s","n","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"3980","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","n","v","e"
"2553","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","e"
"7000","k","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","o","v","e"
"1758","x","f","n","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1843","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","e"
"3022","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","e"
"3683","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","k","y","e"
"1860","x","s","w","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","e"
"5211","f","s","n","TRUE","n","FALSE","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","e"
"2218","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","n","v","e"
"611","f","s","n","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"3720","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","e"
"6959","k","f","w","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","e"
"2003","f","s","n","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"341","x","s","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2305","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","k","v","e"
"7812","x","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","y","v","e"
"1814","x","s","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3146","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","n","y","e"
"4877","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","e"
"5390","k","s","e","TRUE","n","FALSE","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","e"
"7433","x","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","o","o","p","o","c","e"
"3864","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","e"
"1349","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","e"
"1912","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"249","f","y","y","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","e"
"2999","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","e"
"2480","x","s","g","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","e"
"4967","k","s","n","TRUE","n","FALSE","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","e"
"329","b","s","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2663","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","y","e"
"919","f","f","n","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1936","x","s","n","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","e"
"2753","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","k","y","e"
"1495","x","f","g","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"5164","x","y","e","TRUE","n","FALSE","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","e"
"1091","s","f","n","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","k","y","e"
"832","f","f","y","TRUE","a","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1521","x","y","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2388","x","f","n","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1245","f","s","n","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","e"
"7887","f","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","b","v","e"
"879","f","y","y","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"4060","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","e"
"3476","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","e"
"201","x","y","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2847","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","y","e"
"64","b","y","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"5859","x","y","e","TRUE","n","FALSE","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","e"
"3297","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","e"
"2478","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","e"
"2812","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","e"
"3820","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","e"
"4653","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","n","y","e"
"1425","x","s","g","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"4863","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","e"
"42","x","y","y","TRUE","l","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"101","x","f","n","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","k","s","e"
"2253","f","f","g","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","e"
"2025","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","e"
"414","x","y","y","TRUE","l","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"3050","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","k","v","e"
"326","b","y","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"613","f","s","w","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","e"
"2865","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","e"
"2036","x","s","g","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","e"
"149","b","s","y","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"840","x","y","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"3962","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","e"
"1001","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","k","y","e"
"1515","x","f","w","TRUE","a","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"1494","x","s","g","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1402","f","y","y","TRUE","a","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","e"
"623","x","f","w","TRUE","l","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"2877","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","k","y","e"
"2984","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"3852","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","k","y","e"
"361","x","f","n","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1717","x","y","w","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2184","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","e"
"235","b","s","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"2220","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","e"
"1011","x","y","w","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"63","b","s","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1272","x","s","w","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1416","f","f","n","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","e"
"2901","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","n","y","e"
"3549","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","e"
"592","x","s","g","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"3176","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","e"
"986","x","f","w","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1836","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","e"
"4184","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","e"
"2917","x","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","y","e"
"313","x","y","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"223","x","y","y","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"999","b","s","w","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"7027","x","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","o","o","p","n","c","e"
"7770","b","f","w","FALSE","n","FALSE","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","e"
"3026","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","e"
"2724","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","n","v","e"
"2905","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","n","y","e"
"1636","f","s","n","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","e"
"3417","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","k","v","e"
"2241","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","e"
"5692","f","y","p","TRUE","n","FALSE","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"471","x","y","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1122","f","f","w","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","e"
"2390","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","e"
